  DATE   TIME            PRCP          ETPMM            ETAMM       RUNOFF11        RUNOFF22        RUNOFF33        TRUNOFF        DEWDT     EDIR1S              ETT1S        EC1S                  CMCS           SH2O1           SH2O2           SH2O3           SH2O4           SMC1            SMC2           SMC3             SMC4            ALBEDO          ALB             SNOALB          SNOWH           SOILW           SNEQVMM         SNMELT        SOILMM            WRES
   151      0            5.5000        0.0              0.0         0.0000          0.0             0.0000          0.0             0.0000          0.0          0.0          0.0          0.0000          0.3569          0.3601          0.3669          0.3793          0.3569          0.3601          0.3669          0.3793          0.1800          0.1800          0.7500          0.0000          0.7093          0.0000          0.0000        743.2026          0.0308
   151     30            5.5000        0.0              0.0         0.0000          0.0             0.0000          0.0             0.0000          0.0          0.0          0.0          0.0000          0.3569          0.3601          0.3669          0.3793          0.3569          0.3601          0.3669          0.3793          0.1800          0.1800          0.7500          0.0000          0.7093          0.0000          0.0000        743.1782          0.0279
   151    100            5.5000        0.0              0.0         0.0000          0.0             0.0000          0.0             0.0000          0.0          0.0          0.0          0.0000          0.3570          0.3601          0.3669          0.3793          0.3570          0.3601          0.3669          0.3793          0.1800          0.1800          0.7500          0.0000          0.7093          0.0000          0.0000        743.1547          0.0268
   151    130            5.5000        0.0              0.0         0.0000          0.0             0.0000          0.0             0.0000          0.0          0.0          0.0          0.0000          0.3571          0.3601          0.3669          0.3792          0.3571          0.3601          0.3669          0.3792          0.1800          0.1800          0.7500          0.0000          0.7093          0.0000          0.0000        743.1329          0.0237
   151    200            5.5000        0.0              0.0         0.0000          0.0             0.0000          0.0             0.0000          0.0          0.0          0.0          0.0000          0.3571          0.3601          0.3669          0.3792          0.3571          0.3601          0.3669          0.3792          0.1800          0.1800          0.7500          0.0000          0.7094          0.0000          0.0000        743.1119          0.0227
   151    230            5.5000        0.0              0.0         0.0000          0.0             0.0000          0.0             0.0000          0.0          0.0          0.0          0.0000          0.3572          0.3601          0.3669          0.3792          0.3572          0.3601          0.3669          0.3792          0.1800          0.1800          0.7500          0.0000          0.7094          0.0000          0.0000        743.0869          0.0289
   151    300            5.5000        0.0              0.0         0.0000          0.0             0.0000          0.0             0.0000          0.0          0.0          0.0          0.0000          0.3572          0.3601          0.3669          0.3791          0.3572          0.3601          0.3669          0.3791          0.1800          0.1800          0.7500          0.0000          0.7094          0.0000          0.0000        743.0602          0.0312
   151    330            5.5000        0.0              0.0         0.0000          0.0             0.0000          0.0             0.0000          0.0          0.0          0.0          0.0000          0.3572          0.3601          0.3669          0.3791          0.3572          0.3601          0.3669          0.3791          0.1800          0.1800          0.7500          0.0000          0.7094          0.0000          0.0000        743.0395          0.0225
   151    400            5.5000        0.0              0.0         0.0000          0.0             0.0000          0.0             0.0000          0.0          0.0          0.0          0.0000          0.3573          0.3601          0.3669          0.3791          0.3573          0.3601          0.3669          0.3791          0.1800          0.1800          0.7500          0.0000          0.7094          0.0000          0.0000        743.0240          0.0146
   151    430            5.5000        0.0              0.0         0.0000          0.0             0.0000          0.0             0.0000          0.0          0.0          0.0          0.0000          0.3574          0.3601          0.3669          0.3791          0.3574          0.3601          0.3669          0.3791          0.1800          0.1800          0.7500          0.0000          0.7095          0.0000          0.0000        743.0077          0.0157
   151    500            5.5000        0.0              0.0         0.0000          0.0             0.0000          0.0             0.0000          0.0          0.0          0.0          0.0000          0.3575          0.3602          0.3669          0.3790          0.3575          0.3602          0.3669          0.3790          0.1800          0.1800          0.7500          0.0000          0.7095          0.0000          0.0000        742.9892          0.0191
   151    530            5.5000        0.0              0.0         0.0000          0.0             0.0000          0.0             0.0000          0.0          0.0          0.0          0.0000          0.3575          0.3602          0.3669          0.3790          0.3575          0.3602          0.3669          0.3790          0.1800          0.1800          0.7500          0.0000          0.7095          0.0000          0.0000        742.9659          0.0260
   151    600            5.5000        0.0              0.0         0.0000          0.0             0.0000          0.0             0.0000          0.0          0.0          0.0          0.0000          0.3575          0.3602          0.3669          0.3790          0.3575          0.3602          0.3669          0.3790          0.1800          0.1800          0.7500          0.0000          0.7095          0.0000          0.0000        742.9321          0.0422
